pmm,smm,vmm,exclude,deceased,firstName,nickName,lastName,organizationName,totalDonations,totalPledge,largestGift,largestGiftAppeal,firstGiftDate,lastGiftDate,lastGiftAmount,lastGiftRequest,lastGiftAppeal,addressLine1,addressLine2,city,contactPhoneType,phoneRestrictions,emailRestrictions,communicationRestrictions,subscriptionInPerson,subscriptionMagazine,communicationPreference
,,,false,false,Alfie,Alfie,Hagston,"Mills, Runolfsson and Grady",0,8,81,,,,,,,0 Union Alley,Room 1424,River,home,No Phone Appeals,No Mass Emails,Opt-in,Opt-in,Opt-in,Survey
,,,false,false,Farra,,Blunn,Olson-Zemlak,7,13,78,,44959,,,,,94 Kedzie Drive,Suite 67,Surrey,work,No Mass Communications,No Appeals,Opt-out,Opt-out,Opt-in,Holiday Card
,,,false,false,Brantley,Brantley,Ayscough,Douglas LLC,20,13,57,,,,,,,837 Porter Center,Suite 35,Surrey,home,No Mass Communications,No Mass Emails,Opt-out,Opt-out,Opt-out,Research update
,,,false,true,Fitz,,Dominetti,Zemlak-Konopelski,3,14,14,,,,,,massa volutpat convallis morbi odio odio elementum,15 Pond Junction,Apt 1770,Richmond,personal,No Mass Communications,Do Not Email,Opt-out,Opt-out,Opt-in,Newsletter
,Guenna Shelvey,,true,false,Guenna,Guenna,Shelvey,"Marquardt, Donnelly and Gulgowski",7,17,83,,,,,,et ultrices posuere cubilia curae duis,19 Blue Bill Park Lane,15th Floor,Nanaimo,home,Do Not Call,No Appeals,Opt-in,Opt-in,Opt-out,Holiday Card
,Morissa Raistrick,,false,false,Morissa,,Raistrick,Schmitt-Hudson,9,20,34,,,,,,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,92 Schurz Plaza,Suite 77,Vancouver,work,No Surveys,No Appeals,Opt-out,Opt-in,Opt-in,Holiday Card
,,,false,true,Georgy,,Aizikovitch,Harber Group,13,5,91,,,,,,integer ac leo pellentesque ultrices,0 Hauk Center,Suite 13,Parksville,work,No Surveys,No Mass Emails,Opt-in,Opt-in,Opt-in,Thank you
Murielle Balassi,,Murielle Balassi,false,false,Murielle,,Balassi,Russel LLC,20,1,17,,,,,,,66 Rutledge Parkway,Apt 1455,Parksville,home,Do Not Call,No Appeals,Opt-out,Opt-out,Opt-out,Event
,,Ring Mycroft,false,false,Ring,Ring,Mycroft,Konopelski-Wuckert,2,5,10,,,,,,ipsum dolor sit amet consectetuer adipiscing elit proin risus,87 2nd Junction,PO Box 42552,Vancouver,home,No Surveys,Do Not Email,Opt-out,Opt-out,Opt-in,Event
Katrinka Nickoles,,,false,false,Katrinka,,Nickoles,"Kilback, VonRueden and Hilpert",1,1,85,,,,,,lobortis est phasellus sit amet erat,7 Nancy Street,9th Floor,Surrey,work,No Surveys,No Appeals,Opt-out,Opt-in,Opt-out,Event
,,,false,false,Meggy,,Bispham,"Littel, Runolfsdottir and Legros",3,1,64,,,,,,,03862 Iowa Trail,Room 815,Parksville,home,No Mass Communications,Do Not Email,Opt-in,Opt-out,Opt-in,Research update
,,,false,false,Morie,,Simcock,Douglas-Maggio,10,5,12,,,,,,dictumst etiam faucibus,485 Dapin Avenue,Room 566,Saanich,work,No Mass Communications,No Appeals,Opt-out,Opt-out,Opt-out,Thank you
Seymour Morrel,,,false,false,Seymour,,Morrel,"O'Reilly, Funk and O'Kon",16,4,13,ipsum ac,,,,,,303 Brentwood Drive,PO Box 13399,Burnaby,work,No Phone Appeals,No Mass Emails,Opt-in,Opt-in,Opt-in,Holiday Card
,Ingemar Harnes,,true,false,Ingemar,Ingemar,Harnes,Zemlak-White,18,11,72,,78745,,,,eu massa donec dapibus duis at velit eu est congue,7431 Reinke Court,PO Box 8995,Nanaimo,home,No Phone Appeals,Do Not Email,Opt-in,Opt-in,Opt-in,Thank you
,,,false,false,Ruy,,Kynan,Lueilwitz-Funk,7,2,93,,,,,,,643 Acker Plaza,8th Floor,Saanich,home,No Phone Appeals,No Mass Emails,Opt-in,Opt-in,Opt-in,Thank you
,,,true,false,Gregory,,Gudyer,Schiller-Okuneva,3,3,74,,,,,,,99773 Fallview Court,,Saanich,home,No Mass Communications,No Mass Emails,Opt-in,Opt-in,Opt-out,Holiday Card
,,,false,false,Ruddie,,Watson,Hansen LLC,15,19,18,,,,,,,03 Arrowood Lane,1st Floor,Campbell,work,No Surveys,No Appeals,Opt-in,Opt-in,Opt-out,Newsletter
,,,false,false,Raphael,,Fellgett,"Wolf, Ortiz and Schneider",5,7,74,,2050,,,,interdum in ante vestibulum ante ipsum primis in faucibus,0 Summerview Park,Suite 16,Surrey,work,No Mass Communications,No Mass Emails,Opt-in,Opt-in,Opt-in,Holiday Card
,,,false,false,Bennie,,Davy,Heaney-Hintz,13,2,6,,,,,,,9 Dennis Lane,PO Box 939,Courtenay,personal,Do Not Call,Do Not Email,Opt-in,Opt-out,Opt-out,Event
,,,false,false,Cherianne,,Alben,Conroy Inc,12,7,19,,,,,,,17 Banding Road,PO Box 63718,Nanaimo,home,No Mass Communications,Do Not Email,Opt-in,Opt-in,Opt-in,Newsletter
,,,true,false,Emlen,Emlen,Burgoin,Littel-Lehner,13,20,56,posuere cubilia,57393,,,9472,,139 Reindahl Avenue,,Vancouver,home,Do Not Call,No Mass Emails,Opt-out,Opt-out,Opt-in,Survey
,,,false,false,Jacquelyn,Jacquelyn,MacAlaster,Luettgen-Cummings,15,3,4,,,,,,,2763 Stone Corner Terrace,Suite 85,River,home,No Mass Communications,No Mass Emails,Opt-in,Opt-in,Opt-out,Survey
,Sheffie Gipps,,false,false,Sheffie,,Gipps,Beer-Olson,4,8,98,,,,,,,220 Lighthouse Bay Avenue,PO Box 41183,Richmond,home,No Surveys,No Appeals,Opt-out,Opt-in,Opt-out,Newsletter
Tiebold Cornelleau,,,false,false,Tiebold,Tiebold,Cornelleau,"Dickinson, Deckow and Will",7,15,34,augue quam sollicitudin vitae consectetuer eget,,,87,,,66 Packers Terrace,Apt 1785,River,work,No Phone Appeals,No Mass Emails,Opt-out,Opt-out,Opt-in,Newsletter
,,,false,false,Horatio,,Tame,"Connelly, Hirthe and Lueilwitz",15,20,21,,,,,,,9 Washington Pass,Suite 38,Victoria,home,No Phone Appeals,No Mass Emails,Opt-out,Opt-out,Opt-in,Newsletter
,,,false,false,Ardene,,Moehle,Hoeger-Torp,8,1,71,,,,,,ut at dolor quis odio consequat varius integer ac,414 Mesta Drive,5th Floor,Vancouver,home,No Surveys,No Mass Emails,Opt-out,Opt-in,Opt-in,Event
,,,false,false,Merridie,Merridie,Brehat,,15,15,94,,,,,,,8 Pleasure Trail,Apt 1983,Nanaimo,personal,No Surveys,No Appeals,Opt-in,Opt-in,Opt-in,Holiday Card
,Nara Errichi,,false,false,Nara,,Errichi,,5,7,81,,,,,,,846 Swallow Point,Apt 234,Surrey,personal,No Phone Appeals,Do Not Email,Opt-in,Opt-out,Opt-in,Survey
,,,false,false,Ranna,,Liggins,Pfeffer and Sons,12,4,92,,,,,,,7 Morrow Parkway,Suite 36,Victoria,personal,No Surveys,Do Not Email,Opt-in,Opt-out,Opt-in,Holiday Card
,Zachariah Poultney,,false,false,Zachariah,,Poultney,Roberts-Kovacek,15,7,99,at nulla suspendisse potenti,,,,,imperdiet sapien urna pretium,5050 Little Fleur Center,,Parksville,work,No Phone Appeals,Do Not Email,Opt-out,Opt-in,Opt-in,Holiday Card
,,,false,false,Kennith,,Rushsorth,"Koss, Simonis and Walker",20,9,3,,,,,,ante ipsum primis in faucibus orci luctus et ultrices,6094 Moose Place,,Parksville,home,No Phone Appeals,No Mass Emails,Opt-in,Opt-out,Opt-in,Newsletter
,,,false,false,Annie,Annie,Jerram,Osinski LLC,4,18,30,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,,,,,nisi eu orci mauris,41 Rigney Court,Apt 1707,Saanich,work,No Phone Appeals,No Appeals,Opt-out,Opt-in,Opt-out,Event
,Kinna Rysdale,,false,false,Kinna,Kinna,Rysdale,Nolan-Stracke,13,18,96,,,,,,ultricies eu nibh quisque id justo sit amet sapien,88666 Valley Edge Plaza,Suite 30,Courtenay,home,No Surveys,No Appeals,Opt-in,Opt-out,Opt-in,Event
,,Emory Husthwaite,false,false,Emory,,Husthwaite,Stamm Inc,3,4,39,,,,,,,2 Straubel Lane,Suite 45,Burnaby,work,No Surveys,No Appeals,Opt-out,Opt-in,Opt-out,Holiday Card
,,,false,false,Brita,,Villaron,,3,11,47,,,,,,,06 Esch Hill,,Richmond,work,Do Not Call,Do Not Email,Opt-in,Opt-out,Opt-in,Thank you
,Reuben Hixley,,false,false,Reuben,,Hixley,,20,8,96,,,,,,,6 Commercial Road,Apt 1511,Courtenay,personal,No Mass Communications,No Mass Emails,Opt-in,Opt-out,Opt-in,Holiday Card
,,,false,false,Bernette,Bernette,Stoddart,"Strosin, Auer and Gleason",20,8,52,,,,,,in consequat ut nulla,1 Judy Lane,Room 1898,Vancouver,work,Do Not Call,No Mass Emails,Opt-out,Opt-out,Opt-in,Research update
,,Kylie Boughton,false,false,Kylie,,Boughton,Pagac Inc,8,10,51,morbi vestibulum velit,,,,,est lacinia nisi,43187 Fieldstone Way,18th Floor,Richmond,work,No Phone Appeals,No Surveys,Opt-out,Opt-in,Opt-in,Holiday Card
,,,false,false,Ofella,,Antosch,"Mosciski, Ziemann and Quigley",11,2,12,,,,,,,35 Jenna Terrace,Room 342,Campbell,personal,No Surveys,Do Not Email,Opt-in,Opt-in,Opt-out,Survey
,Chloe Stithe,,false,false,Chloe,,Stithe,,14,18,76,,,,,,,1 Haas Way,Apt 1813,Courtenay,personal,No Phone Appeals,No Mass Emails,Opt-out,Opt-in,Opt-out,Newsletter
,,,false,false,Gwennie,,Broke,,14,17,50,,,,,,,74191 Steensland Point,,Campbell,personal,No Phone Appeals,No Mass Emails,Opt-out,Opt-in,Opt-in,Thank you
Hazel Gear,,,false,false,Hazel,,Gear,Hand-Abernathy,9,4,14,,95238,,,,,8 International Street,2nd Floor,Richmond,work,Do Not Call,No Mass Emails,Opt-in,Opt-in,Opt-out,Thank you
,,,false,false,Francois,,Forshaw,Kuphal-Boyer,11,6,89,,45758,,,,,33420 Kennedy Trail,PO Box 12844,Courtenay,work,Do Not Call,No Appeals,Opt-in,Opt-out,Opt-out,Survey
,,,false,false,Martguerita,Martguerita,Canada,"Von, Lynch and Walsh",10,13,19,,,,,,suspendisse ornare consequat lectus,1897 Rigney Avenue,Suite 15,Campbell,personal,No Phone Appeals,No Appeals,Opt-out,Opt-out,Opt-out,Thank you
,,Jesse Joyner,false,false,Jesse,,Joyner,Halvorson Inc,10,19,95,,,,,,quam sollicitudin vitae consectetuer eget rutrum at lorem integer,25 Anzinger Place,10th Floor,River,work,No Phone Appeals,No Surveys,Opt-in,Opt-out,Opt-in,Event
,,,false,false,Oby,,Lackham,Lehner and Sons,16,5,6,,,,,,molestie sed justo pellentesque viverra pede,42 Talisman Hill,Room 1283,Richmond,work,Do Not Call,No Appeals,Opt-out,Opt-out,Opt-out,Newsletter
,Eldin McIlwreath,,false,false,Eldin,,McIlwreath,Doyle-Rohan,5,9,98,,,,,,,86 Vidon Plaza,Suite 49,Nanaimo,home,No Mass Communications,No Surveys,Opt-out,Opt-out,Opt-in,Newsletter
,,,false,false,Binky,,Cowderay,,7,2,71,,,,,,,2555 Transport Way,,Parksville,work,Do Not Call,Do Not Email,Opt-out,Opt-in,Opt-in,Event
,,,false,true,Conroy,,McGrouther,"McClure, Keeling and Ebert",13,15,53,,,,,,,5612 Armistice Park,Apt 921,Surrey,work,No Phone Appeals,No Mass Emails,Opt-out,Opt-out,Opt-out,Newsletter
,Tanney Egel,,false,false,Tanney,,Egel,"Jacobs, Schinner and Fritsch",0,3,68,,,,,,odio condimentum id luctus nec molestie sed justo pellentesque viverra,666 Iowa Court,PO Box 66973,River,work,Do Not Call,Do Not Email,Opt-in,Opt-out,Opt-out,Newsletter
,,,false,false,Korey,Korey,Forton,"Heller, Hansen and Barton",18,8,7,,,,,,,8 Maple Wood Drive,Suite 68,Courtenay,personal,No Surveys,No Mass Emails,Opt-in,Opt-in,Opt-out,Thank you
,,,false,false,Derrik,,Weagener,Erdman-Yost,14,20,83,,53881,,,,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,843 Becker Alley,,Campbell,work,No Mass Communications,Do Not Email,Opt-out,Opt-out,Opt-out,Event
,,Bink McLevie,false,false,Bink,Bink,McLevie,Cronin Inc,8,13,31,sed vestibulum sit amet cursus id turpis integer aliquet,,,,,curabitur convallis duis,68705 Dorton Lane,,Nanaimo,personal,Do Not Call,No Surveys,Opt-out,Opt-in,Opt-in,Event
,,,false,false,Conroy,,Rosenthaler,,10,4,30,,,,,,,0616 Arapahoe Terrace,PO Box 4907,Parksville,home,No Phone Appeals,No Appeals,Opt-in,Opt-out,Opt-in,Thank you
,,,false,false,Corbet,,Corkell,"Moore, Zemlak and Reichel",16,19,34,,,,,,,2 Pond Alley,Apt 375,River,personal,No Mass Communications,Do Not Email,Opt-in,Opt-out,Opt-out,Survey
,Valencia Wainscoat,Valencia Wainscoat,false,false,Valencia,,Wainscoat,"Stamm, Cremin and Cole",14,4,11,sit amet nunc viverra dapibus nulla,,,,,,5 Ohio Center,,Nanaimo,work,No Mass Communications,No Surveys,Opt-out,Opt-out,Opt-in,Event
,,,false,false,Falkner,,Linay,"Little, Wisoky and Cummings",5,19,62,,,,,,risus dapibus augue vel accumsan tellus nisi eu orci,60514 Dennis Center,8th Floor,Surrey,work,Do Not Call,No Mass Emails,Opt-in,Opt-in,Opt-out,Thank you
,Ardis Jerrolt,Ardis Jerrolt,false,false,Ardis,Ardis,Jerrolt,Runolfsson Inc,16,13,86,,,,,,,26606 Lien Way,Room 284,Vancouver,personal,No Surveys,Do Not Email,Opt-out,Opt-out,Opt-in,Research update
,,,false,false,Gabrielle,,Karolowski,,4,3,77,nisi venenatis tristique fusce congue diam id ornare,,,,,,1375 Forest Dale Point,7th Floor,River,work,Do Not Call,No Mass Emails,Opt-out,Opt-in,Opt-in,Holiday Card
Chickie Feldstein,,,false,false,Chickie,Chickie,Feldstein,VonRueden and Sons,1,1,10,,,,,,sit amet erat nulla tempus,7594 Graceland Junction,,Campbell,personal,Do Not Call,Do Not Email,Opt-out,Opt-out,Opt-out,Thank you
,,Hermia Bootyman,false,false,Hermia,Hermia,Bootyman,Feest-Lubowitz,2,20,7,nulla ut erat id mauris vulputate elementum,,615812,,,,82 Summerview Alley,,Parksville,home,No Phone Appeals,No Surveys,Opt-out,Opt-out,Opt-in,Holiday Card
,,,false,false,Caleb,,Spadollini,Osinski and Sons,12,7,90,varius nulla facilisi cras non,,,,,lacus curabitur at ipsum ac tellus semper,26 Claremont Street,,Surrey,home,Do Not Call,Do Not Email,Opt-in,Opt-in,Opt-out,Newsletter
Theda Elizabeth,,,false,false,Theda,,Elizabeth,Carter Group,6,10,46,,,,,,curae duis faucibus accumsan odio curabitur,27134 Cambridge Place,Suite 98,Saanich,home,No Mass Communications,No Mass Emails,Opt-out,Opt-in,Opt-out,Newsletter
,,,false,false,Fred,,Fleckney,Schaefer-Hansen,14,14,68,,,,,,,6218 Loftsgordon Road,Apt 1412,Courtenay,home,No Surveys,No Surveys,Opt-in,Opt-out,Opt-in,Event
,,,false,false,Donny,,Gianetti,"Ullrich, Shanahan and Block",12,11,91,,,,,,id sapien in sapien iaculis congue vivamus,43547 Veith Park,8th Floor,Courtenay,work,Do Not Call,No Surveys,Opt-out,Opt-in,Opt-in,Survey
,,Meta Jamblin,false,false,Meta,,Jamblin,Waelchi Inc,14,10,65,,,,,,,40 Dixon Center,Room 1148,Burnaby,work,Do Not Call,No Appeals,Opt-in,Opt-in,Opt-out,Event
,,,false,false,Gizela,Gizela,Schultz,Marks LLC,10,16,91,,,,,,dapibus duis at velit eu est congue elementum in hac,73 Southridge Junction,Room 1429,Surrey,work,No Mass Communications,No Mass Emails,Opt-out,Opt-out,Opt-in,Thank you
Pembroke Taberner,,,false,false,Pembroke,,Taberner,"Adams, McGlynn and Hand",8,6,5,,,,,,,5236 Bay Pass,,Nanaimo,home,No Surveys,Do Not Email,Opt-in,Opt-in,Opt-in,Survey
,Mommy Yakov,Mommy Yakov,false,false,Mommy,Mommy,Yakov,Mayert-Crona,19,12,78,,,,,2698,,83332 Anzinger Point,,Saanich,personal,No Phone Appeals,No Mass Emails,Opt-out,Opt-in,Opt-in,Holiday Card
,Giselle Feely,,false,false,Giselle,,Feely,"Mante, Denesik and Price",18,10,51,,,,9,,,49 Linden Junction,Room 889,Richmond,work,Do Not Call,No Surveys,Opt-in,Opt-in,Opt-in,Survey
,Colver Taggart,,false,false,Colver,,Taggart,Stoltenberg-Goyette,5,18,6,,,,,,,08 Amoth Place,Room 1450,Victoria,personal,No Surveys,No Mass Emails,Opt-in,Opt-in,Opt-in,Research update
,,Robbert Lamburne,false,false,Robbert,,Lamburne,Orn-Marvin,17,7,55,,,,,,aliquet pulvinar sed nisl nunc rhoncus dui vel sem,9763 Vidon Avenue,Suite 64,Victoria,personal,No Mass Communications,No Mass Emails,Opt-in,Opt-in,Opt-out,Research update
,,Gardy Brayshaw,false,false,Gardy,,Brayshaw,,13,18,61,,,,,,erat volutpat in congue etiam justo etiam pretium,82449 Spohn Drive,PO Box 93891,Saanich,work,Do Not Call,Do Not Email,Opt-in,Opt-out,Opt-out,Research update
,,,false,false,Ted,,Stappard,Kirlin-Orn,10,14,58,,26150,,,,,84 Hooker Terrace,,Surrey,personal,No Surveys,No Appeals,Opt-in,Opt-out,Opt-out,Research update
,,,false,true,Gwenneth,,Fauguel,Yundt-Gottlieb,14,17,7,,,,,,,3 Delladonna Pass,Room 362,Richmond,work,Do Not Call,No Surveys,Opt-out,Opt-in,Opt-in,Research update
,,Sidnee Aleksashin,false,false,Sidnee,,Aleksashin,,12,12,57,,,,,,,580 Crescent Oaks Avenue,Suite 43,Richmond,work,No Mass Communications,No Surveys,Opt-in,Opt-out,Opt-out,Event
,,Worthy Woolfall,false,false,Worthy,,Woolfall,"Kris, Jast and Predovic",3,19,55,,76908,,,,,85815 Hazelcrest Court,Suite 39,Campbell,personal,No Mass Communications,Do Not Email,Opt-in,Opt-in,Opt-out,Newsletter
,Maxi Baroch,Maxi Baroch,false,false,Maxi,,Baroch,"Luettgen, Ruecker and Hintz",13,6,86,,,,,,congue elementum in hac habitasse platea dictumst,9369 Pepper Wood Avenue,,Burnaby,home,Do Not Call,No Surveys,Opt-in,Opt-in,Opt-in,Newsletter
Alvera Chomicki,,,false,false,Alvera,,Chomicki,"Schaefer, Crist and McKenzie",8,6,99,,,,,,,803 Spaight Terrace,Apt 1768,Nanaimo,work,No Phone Appeals,Do Not Email,Opt-out,Opt-in,Opt-in,Research update
,,,true,false,Robbin,Robbin,Rosengarten,"Mann, Schaden and Bergnaum",11,1,94,,,,,,tristique fusce congue diam id ornare imperdiet sapien urna pretium,016 Banding Terrace,Apt 1810,Campbell,home,No Surveys,No Surveys,Opt-in,Opt-in,Opt-in,Research update
,,,false,false,Nancey,,Irdale,,1,18,44,,,,,,,3482 Bellgrove Pass,,Richmond,work,Do Not Call,No Surveys,Opt-out,Opt-in,Opt-out,Newsletter
,,Sadie Carbine,false,false,Sadie,Sadie,Carbine,Thompson Inc,18,18,20,,,,,6543,dui vel sem sed sagittis nam congue risus semper porta,92 Packers Parkway,,Parksville,personal,No Mass Communications,Do Not Email,Opt-out,Opt-in,Opt-in,Thank you
,,,false,false,Pattie,,Drury,"Hodkiewicz, Trantow and Zboncak",8,8,48,,,,,,eu tincidunt in,5 Myrtle Lane,14th Floor,Courtenay,personal,Do Not Call,No Appeals,Opt-in,Opt-in,Opt-in,Survey
,,,false,false,Glen,,McLane,"Ledner, Von and Dooley",5,18,20,,,,,,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,1399 Gerald Lane,Room 1139,Vancouver,personal,Do Not Call,Do Not Email,Opt-out,Opt-out,Opt-out,Newsletter
,Burty Warn,,false,true,Burty,Burty,Warn,Gerlach-Kertzmann,19,1,74,,,,,,in tempus sit amet sem fusce consequat nulla nisl,413 Bartillon Avenue,Room 546,Vancouver,personal,No Mass Communications,No Mass Emails,Opt-in,Opt-in,Opt-in,Event
Vittoria Blacker,,,false,false,Vittoria,,Blacker,Brown-Grant,19,1,37,,,,,,sit amet consectetuer,19 Grover Lane,9th Floor,Vancouver,home,No Surveys,No Mass Emails,Opt-out,Opt-out,Opt-out,Survey
,,,false,false,Avis,,Rabat,Beahan-Grant,12,1,21,,,,,,,69 Riverside Parkway,Suite 48,Nanaimo,personal,Do Not Call,No Surveys,Opt-in,Opt-out,Opt-in,Research update
,,,true,true,Ophelie,Ophelie,Poyser,"Kris, Lubowitz and Kerluke",7,12,41,,,,,,cras in purus eu magna,84591 Bluejay Pass,,Courtenay,work,Do Not Call,No Appeals,Opt-in,Opt-in,Opt-out,Event
,,,false,false,Prudi,Prudi,Zukerman,"Emard, Wilderman and Gleichner",17,16,7,eget eros elementum pellentesque,,,,,,5351 Kenwood Point,Room 1487,Saanich,personal,No Surveys,Do Not Email,Opt-in,Opt-in,Opt-in,Event
,,,false,false,Boyd,,Weatherill,Lynch-Towne,9,6,19,maecenas pulvinar lobortis,,,,,,58071 Northview Avenue,,Saanich,home,No Mass Communications,No Surveys,Opt-out,Opt-out,Opt-in,Holiday Card
,,,false,false,Arleta,,Rotherforth,"Williamson, Hermiston and Block",12,5,73,,,,,,vivamus vestibulum sagittis,124 Vernon Trail,Apt 430,Victoria,personal,No Mass Communications,No Surveys,Opt-out,Opt-out,Opt-in,Thank you
,,,false,false,Cobby,,McAlindon,,1,17,63,,,,,,,0 Service Circle,Apt 702,Vancouver,work,Do Not Call,No Appeals,Opt-in,Opt-out,Opt-in,Holiday Card
,Donavon Varne,,false,false,Donavon,,Varne,Funk Group,11,3,98,,75027,,,,tortor duis mattis egestas metus aenean,4614 Vidon Hill,Room 1233,Saanich,personal,No Surveys,No Mass Emails,Opt-out,Opt-in,Opt-in,Holiday Card
,,,false,false,Chastity,,Wiltshier,"Leuschke, Borer and Franecki",12,5,98,justo sit amet sapien,,,,,turpis integer aliquet massa id lobortis convallis tortor,6443 Novick Hill,Room 57,Courtenay,home,No Surveys,Do Not Email,Opt-out,Opt-out,Opt-out,Event
,,Brice Emsley,false,false,Brice,,Emsley,"Buckridge, Abshire and Reinger",10,5,93,,,,25,,dui vel nisl duis ac nibh fusce,56889 Main Plaza,PO Box 30927,Victoria,personal,No Surveys,Do Not Email,Opt-in,Opt-out,Opt-in,Event
,Matelda Halford,Matelda Halford,false,false,Matelda,,Halford,"Schowalter, Armstrong and Hagenes",20,15,70,,,,,,,098 Meadow Valley Way,7th Floor,Richmond,home,Do Not Call,No Mass Emails,Opt-out,Opt-in,Opt-in,Research update
,Jamal Stuckley,,false,false,Jamal,,Stuckley,Braun Inc,5,16,50,,13132,,,,quam pede lobortis ligula sit,99547 Morningstar Road,Room 65,River,home,No Phone Appeals,No Surveys,Opt-in,Opt-in,Opt-in,Research update
Budd Ladlow,,,false,false,Budd,,Ladlow,,15,12,38,,,,,,,48 Buena Vista Drive,,Campbell,personal,No Mass Communications,No Surveys,Opt-out,Opt-in,Opt-in,Newsletter
Chas Treble,,Chas Treble,false,true,Chas,,Treble,,5,12,63,,,,,,,895 Grover Park,,Campbell,work,No Phone Appeals,No Appeals,Opt-out,Opt-in,Opt-in,Thank you
,,,false,false,Even,Even,Bilovsky,Lynch-Armstrong,10,6,5,in hac habitasse platea dictumst morbi,,,,,pede malesuada in imperdiet et commodo vulputate justo in blandit,1 Calypso Road,Apt 890,Surrey,work,No Mass Communications,No Surveys,Opt-in,Opt-out,Opt-out,Thank you
,,,false,false,Glynnis,,Penk,"Grady, Douglas and Feeney",18,7,46,,37165,,,,,875 Sheridan Plaza,Apt 820,Parksville,work,No Surveys,No Appeals,Opt-out,Opt-in,Opt-out,Event
,,Yoshiko Murdoch,false,false,Yoshiko,,Murdoch,West-Simonis,8,1,57,,,,,,,04056 Ruskin Plaza,Suite 65,Campbell,personal,Do Not Call,No Appeals,Opt-in,Opt-in,Opt-out,Event
,,,false,false,Rodrique,,Lodwick,"Spencer, Torphy and Oberbrunner",8,2,44,,,,,,,0168 Sheridan Circle,Room 1531,Courtenay,work,Do Not Call,No Surveys,Opt-out,Opt-in,Opt-in,Event
Darleen McMinn,,,false,false,Darleen,,McMinn,,3,15,54,,,,,,,17 Burning Wood Plaza,7th Floor,Victoria,work,No Mass Communications,Do Not Email,Opt-out,Opt-out,Opt-out,Survey
,Tore Olcot,Tore Olcot,false,false,Tore,,Olcot,"Rice, Blanda and Armstrong",1,13,64,,,,,,mattis pulvinar nulla pede ullamcorper,9 Eggendart Street,PO Box 64625,Surrey,home,Do Not Call,No Appeals,Opt-out,Opt-out,Opt-out,Newsletter
,,,true,false,Ferdie,,Ravenhills,Rowe and Sons,12,1,55,,,821299,,,,662 Moulton Circle,10th Floor,Victoria,personal,No Mass Communications,Do Not Email,Opt-out,Opt-out,Opt-out,Newsletter
,,Isador Cothey,false,false,Isador,Isador,Cothey,Bosco-Huel,13,15,6,,,,,,,09358 Reindahl Way,Room 69,Nanaimo,personal,Do Not Call,No Surveys,Opt-in,Opt-out,Opt-in,Event
,,Jessalyn Gregoratti,false,false,Jessalyn,,Gregoratti,,4,5,32,,,,,,,438 Lighthouse Bay Hill,Suite 3,Burnaby,home,No Surveys,No Appeals,Opt-out,Opt-in,Opt-out,Newsletter
,Averyl Benoix,,false,false,Averyl,,Benoix,Mayer-Wolff,17,2,44,,,,,,,46 Northland Terrace,Apt 1078,Burnaby,work,Do Not Call,No Mass Emails,Opt-out,Opt-in,Opt-in,Research update
,,Martita Dyde,false,false,Martita,,Dyde,"Sawayn, Christiansen and O'Keefe",1,2,57,,,,,,non interdum in ante vestibulum,634 Forest Dale Crossing,PO Box 13521,Surrey,home,No Surveys,No Mass Emails,Opt-in,Opt-in,Opt-in,Holiday Card
